Claart,Fecfac,Cant,Clacli,Clatipcli
01VAR38,11/03/20,20.0,CARA65,0
01CEMBIG,11/03/20,2.0,CARA65,0
01CEMBIG,12/03/20,2.0,MRSZI0040,0
01BLO15,12/03/20,100.0,MRSZI0017,0
01CEMCAZ50,12/03/20,20.0,gco02,0
01ARM204,17/03/20,10.0,MRS1993,0
01ALREC,17/03/20,3.63,MRS1993,0
01VAR38,17/03/20,18.0,MRS1993,0
01ALREC,17/03/20,12.36,MRS1993,0
01VAR38,17/03/20,7.0,MRS1993,0
01ALREC,18/03/20,20.0,CARA65,0
01ARM204,18/03/20,10.0,CARA65,0
01EST1530,18/03/20,40.0,CARA65,0
01VAR112,18/03/20,15.0,CARA65,0
01VAR38,18/03/20,70.0,CARA65,0
01ALAM,18/03/20,20.0,CARA65,0
01ARM204,18/03/20,10.0,CARA65,0
01EST1525,18/03/20,17.0,CARA65,0
01VAR38,18/03/20,30.0,CARA65,0
05ADAPH1,18/03/20,2.0,CARA65,0
05ADAPH34,18/03/20,2.0,CARA65,0
05COCP1,18/03/20,2.0,CARA65,0
05CODCP190,18/03/20,6.0,CARA65,0
05CONIN34,18/03/20,2.0,CARA65,0
05COPCOB12,18/03/20,6.0,CARA65,0
05PEGF150,18/03/20,1.0,CARA65,0
05REDCPVC134,18/03/20,4.0,CARA65,0
05TEECPVC1,18/03/20,5.0,CARA65,0
05TUBCPVC1,18/03/20,6.1,CARA65,0
06ABRASNF12,18/03/20,6.0,CARA65,0
06CILIG2,18/03/20,1.0,CARA65,0
06LIJACOB,18/03/20,2.0,CARA65,0
06PASTSOLD,18/03/20,1.0,CARA65,0
06SOL1,18/03/20,3.0,CARA65,0
06VALCH1,18/03/20,1.0,CARA65,0
01VAR38,18/03/20,1.0,CARA65,0
01ARM204,18/03/20,1.0,CARA65,0
05ADAPHC12,18/03/20,3.0,CARA65,0
05ADAPMC12,18/03/20,3.0,CARA65,0
05ADAPMCP1,18/03/20,2.0,CARA65,0
05CODCP9012,18/03/20,4.0,CARA65,0
05CONEXT12,18/03/20,4.0,CARA65,0
05CONIN12,18/03/20,4.0,CARA65,0
05COPCP12,18/03/20,6.0,CARA65,0
05COPCP34,18/03/20,6.0,CARA65,0
05LLAN12UN,18/03/20,1.0,CARA65,0
05TAPMGALV1,18/03/20,2.0,CARA65,0
05TEECPVCC12,18/03/20,4.0,CARA65,0
05TUBCOL12,18/03/20,3.05,CARA65,0
05TUBCPVC34,18/03/20,6.1,CARA65,0
05VALBCP12,18/03/20,3.0,CARA65,0
05VALBCP34,18/03/20,1.0,CARA65,0
0616920,18/03/20,1.0,CARA65,0
06CINT12,18/03/20,2.0,CARA65,0
06CINT34,18/03/20,1.0,CARA65,0
01ARM204,18/03/20,15.0,CARA65,0
01CAL,18/03/20,10.0,CARA65,0
01CEMCAZ50,18/03/20,10.0,CARA65,0
04HBISL3,18/03/20,3.0,CARA65,0
0549365,18/03/20,1.0,CARA65,0
05ADAPHPK12,18/03/20,1.0,CARA65,0
05CHUPMF,18/03/20,2.0,CARA65,0
05CODCP9034,18/03/20,6.0,CARA65,0
05CODPVC245,18/03/20,4.0,CARA65,0
05COFLEXWCC,18/03/20,1.0,CARA65,0
05CONIN12,18/03/20,2.0,CARA65,0
05COPCP12,18/03/20,4.0,CARA65,0
05COPCP34,18/03/20,4.0,CARA65,0
05CPR11234,18/03/20,4.0,CARA65,0
05NIPGALV122,18/03/20,2.0,CARA65,0
05REDPVC32,18/03/20,2.0,CARA65,0
05TEECPVC34,18/03/20,6.0,CARA65,0
05TEEGAL12,18/03/20,1.0,CARA65,0
05TEEPVC3,18/03/20,1.0,CARA65,0
05TUBCPVC34,18/03/20,3.05,CARA65,0
05TUBPVCN2,18/03/20,3.0,CARA65,0
05VALERO12,18/03/20,1.0,CARA65,0
05YEEPVC3,18/03/20,1.0,CARA65,0
0617303,18/03/20,1.0,CARA65,0
0649330,18/03/20,1.0,CARA65,0
06MANPJARML,18/03/20,5.0,CARA65,0
06PIJ8112,18/03/20,10.0,CARA65,0
06SOL1,18/03/20,2.0,CARA65,0
08CONPDAB,18/03/20,5.0,CARA65,0
08ROS4,18/03/20,5.0,CARA65,0
08TAPDM,18/03/20,5.0,CARA65,0
06AERONEM,18/03/20,2.0,CARA65,0
06PIJ8112,18/03/20,50.0,CARA65,0
08CONPDAB,18/03/20,1.0,CARA65,0
08RON14,18/03/20,24.0,CARA65,0
08RONP14,18/03/20,24.0,CARA65,0
08TORC142,18/03/20,24.0,CARA65,0
03SOL182,18/03/20,24.0,CARA65,0
04HDCM14,18/03/20,1.0,CARA65,0
04HSEL,18/03/20,2.0,CARA65,0
04HSI2176,18/03/20,1.0,CARA65,0
04HSI2178,18/03/20,2.0,CARA65,0
04HTAQ14,18/03/20,50.0,CARA65,0
05VALBCP34,18/03/20,1.0,CARA65,0
01CAL,18/03/20,2.0,CARA65,0
01CAS661,18/03/20,25.0,CARA65,0
01CEMCAZ50,18/03/20,8.0,CARA65,0
03ANG182,18/03/20,37.5,CARA65,0
03PTR114,18/03/20,46.2,CARA65,0
03PTR11414,18/03/20,10.6,CARA65,0
08TUER14,18/03/20,24.0,CARA65,0
01CAL,18/03/20,1.0,CARA65,0
01CEMCAZ50,18/03/20,33.0,CARA65,0
02TOR812,18/03/20,100.0,CARA65,0
03MDD2518,18/03/20,0.5,CARA65,0
03PTR114,18/03/20,16.8,CARA65,0
03PTR114,18/03/20,16.8,CARA65,0
03SOL18112,18/03/20,6.2,CARA65,0
04HSO1318,18/03/20,1.0,CARA65,0
01CAS651,18/03/20,5.0,CARA65,0
01CAS661,18/03/20,33.0,CARA65,0
01CEMCAZ50,18/03/20,107.0,CARA65,0
01EST1530,18/03/20,17.0,CARA65,0
01VAR112,18/03/20,30.0,CARA65,0
01VAR38,18/03/20,56.0,CARA65,0
01YEM,18/03/20,4.0,CARA65,0
02TOR812,18/03/20,200.0,CARA65,0
01ALAM,18/03/20,40.0,CARA65,0
01ALREC,18/03/20,20.0,CARA65,0
01ALREC,18/03/20,5.0,CARA65,0
01ARM1543,18/03/20,6.0,CARA65,0
01ARM204,18/03/20,12.0,CARA65,0
03LG31018,18/03/20,1.0,CARA65,0
03PTR114,18/03/20,4.2,CARA65,0
0412004,18/03/20,4.0,CARA65,0
05CODPVC345,18/03/20,2.0,CARA65,0
05CODPVC390,18/03/20,2.0,CARA65,0
05TUBPVCN3,18/03/20,6.0,CARA65,0
08CAJCHR,18/03/20,7.0,CARA65,0
08CAJO,18/03/20,4.0,CARA65,0
01CAL,28/03/20,5.0,MRS1993,0
01CAL,30/03/20,20.0,RCC,0
01CEMCAZ50,30/03/20,20.0,RCC,0
01CEMCAZ50,31/03/20,5.0,MRS1993,0
03LG31020,31/03/20,26.0,FORS75,14
03LG41022,31/03/20,4.0,FORS75,14
01BAB1030,02/04/20,900.0,GOLD01,0
01CEMCAZ50,03/04/20,5.0,MRS1993,0
01CEMCAZ50,03/04/20,200.0,OERA46,1
01CEMCAZ50,07/04/20,200.0,OERA46,1
01CEMCAZ50,08/04/20,200.0,OERA46,1
01ALREC,08/04/20,30.0,MRSZI0048,0
01CEMCAZ50,08/04/20,20.0,MRSZI0048,0
01VAR38,08/04/20,75.0,MRSZI0048,0
01ALREC,14/04/20,40.0,HERE80,0
01VAR38,14/04/20,50.0,HERE80,0
06CODP3,14/04/20,40.0,HERE80,0
08POL1234,14/04/20,100.0,HERE80,0
01CEMBIG,14/04/20,4.0,HERE80,0
01ROB15,15/04/20,600.0,MRSZI0051,0
GTRAS,15/04/20,1.0,MRSZI0051,0
05ADAPH34,16/04/20,1.0,RCC,0
05CODC1290,16/04/20,3.0,RCC,0
05CODCP9012,16/04/20,2.0,RCC,0
05CODCP9034,16/04/20,1.0,RCC,0
05CODGALV1290,16/04/20,2.0,RCC,0
05CONEXT12,16/04/20,2.0,RCC,0
05COPCP12,16/04/20,4.0,RCC,0
05GALVNIP12,16/04/20,3.0,RCC,0
05NIPGAL124,16/04/20,1.0,RCC,0
05PEGF150,16/04/20,1.0,RCC,0
05TEEGAL12,16/04/20,1.0,RCC,0
05TUBCOL12,16/04/20,6.1,RCC,0
05TUBPVCN3,16/04/20,3.0,RCC,0
06CINT12,16/04/20,1.0,RCC,0
06PIJ8112,16/04/20,40.0,RCC,0
08ROS4,16/04/20,20.0,RCC,0
01CEMCAZ50,17/04/20,200.0,OERA46,1
01SON30,20/04/20,1.0,MRSZI0017,0
01VAR58,20/04/20,2.0,MRSZI0017,0
01ALREC,20/04/20,30.0,MRSZI0017,0
01BLO15,20/04/20,100.0,MRSZI0017,0
06CLA212,20/04/20,25.0,MRSZI0017,0
01CEMCAZ50,23/04/20,5.0,MRSZI0017,0
01ARM538,28/04/20,2.0,RCC,0
0649240,28/04/20,1.0,RCC,0
01BLO15,29/04/20,1000.0,MRS2043,0
01CEMCAZ50,29/04/20,40.0,MRSZI0065,0
01BLO15,29/04/20,1000.0,MRSZI0065,0
GTRAS,29/04/20,1.0,MRSZI0065,0
01CEMCAZ50,02/05/20,200.0,MRSZIMSM,0
01ARM204,04/05/20,80.0,MRSZI0065,0
01BLO15,04/05/20,1000.0,MRSZI0065,0
GTRAS,04/05/20,1.0,MRSZI0065,0
01CAL,04/05/20,10.0,RCC,0
01CEMCAZ50,04/05/20,10.0,RCC,0
01MALSOL6,05/05/20,61.5,FEED76,0
01VAR38,06/05/20,40.0,MRSZI0017,0
01VAR58,06/05/20,2.0,MRSZI0017,0
01VAR38,07/05/20,20.0,MRSZI0017,0
01VAR38,07/05/20,80.0,MRSZI0017,0
01CEMCAZ50,07/05/20,5.0,MRS2043,0
01BLO15,07/05/20,1000.0,MRS2043,0
01ALREC,07/05/20,1.1,MRSZI0017,0
01VAR38,07/05/20,10.0,MRSZI0017,0
01CEMCAZ50,07/05/20,80.0,MRSZI0017,0
01CEMCAZ50,08/05/20,15.0,MRSZI0017,0
01CEMBIG,12/05/20,2.0,MRS2043,0
01ALREC,13/05/20,33.9,MRSZI0040,0
01VAR38,13/05/20,250.0,MRSZI0040,0
01ALREC,13/05/20,50.0,RCC,0
01ARM12204,13/05/20,8.0,RCC,0
01ARM124,13/05/20,20.0,RCC,0
01ARM1538,13/05/20,2.0,RCC,0
01ARM204,13/05/20,7.0,RCC,0
01CAL,13/05/20,20.0,RCC,0
01CEMCAZ50,13/05/20,40.0,RCC,0
01MALSOL6,13/05/20,100.0,RCC,0
05TUBPVCN4,13/05/20,12.0,RCC,0
06CLA212,13/05/20,25.0,RCC,0
01VAR38,14/05/20,14.0,MRSZI0017,0
01BLO15,14/05/20,100.0,MRSZI0017,0
01BLO15,14/05/20,100.0,MRSZI0017,0
01BLO15,15/05/20,1000.0,MRS2043,0
01BLO15,16/05/20,1000.0,MRSZI0065,0
01CEMCAZ50,16/05/20,60.0,MRSZI0065,0
0610862,16/05/20,1.0,MRSZI0065,0
GTRAS,16/05/20,1.0,MRSZI0065,0
06MACI10175,19/05/20,127.0,MRS2043,0
06MACI10175,19/05/20,113.0,MRS2043,0
01ARM12204,19/05/20,6.0,RCC,0
01ARM124,19/05/20,8.0,RCC,0
01CEMCAZ50,19/05/20,40.0,RCC,0
01CEMAGR,20/05/20,39.43,MAAG76,1
01CEMAGR,20/05/20,25.22,MAAG76,1
01CEMCAZ50,20/05/20,30.0,OERA46,1
01CAL,20/05/20,15.0,RCC,0
05CODPVC245,21/05/20,3.0,RCC,0
05CODPVC290,21/05/20,10.0,RCC,0
05CODPVC390,21/05/20,2.0,RCC,0
05CODPVC490,21/05/20,9.0,RCC,0
05COPPVC4,21/05/20,2.0,RCC,0
05PEGAD240,21/05/20,1.0,RCC,0
05REDPVC32,21/05/20,1.0,RCC,0
05REDPVC42,21/05/20,2.0,RCC,0
05TUBPVCN2,21/05/20,12.0,RCC,0
05TUBPVCN3,21/05/20,6.0,RCC,0
05TUBPVCN4,21/05/20,24.0,RCC,0
05YEEPVC4,21/05/20,2.0,RCC,0
01BLO15,25/05/20,1000.0,MRS2043,0
01CEMCAZ50,25/05/20,80.0,MRSZI0017,0
01CEMCAZ50,25/05/20,15.0,MRSZI0017,0
01ALAM,25/05/20,50.0,RCC,0
01ARM12204,25/05/20,10.0,RCC,0
01ARM124,25/05/20,5.0,RCC,0
01ARM204,25/05/20,2.0,RCC,0
01MALSOL6,25/05/20,100.0,RCC,0
01VAR112,25/05/20,10.0,RCC,0
01VAR34,25/05/20,1.0,RCC,0
01VAR38,25/05/20,20.0,RCC,0
01VAR58,25/05/20,4.0,RCC,0
01CEMCAZ50,26/05/20,200.0,OERA46,1
01CAL,28/05/20,10.0,RCC,0
01CEMCAZ50,28/05/20,10.0,RCC,0
01CEMAGR,29/05/20,43.27,MAAG76,1
01CAL,29/05/20,10.0,RCC,0
01CEMCAZ50,29/05/20,60.0,RCC,0
05TEEPVC4,29/05/20,1.0,RCC,0
08BICCH10,29/05/20,25.0,RCC,0
08CAJC4,29/05/20,15.0,RCC,0
08CAJCHR,29/05/20,50.0,RCC,0
08POL1234,29/05/20,100.0,RCC,0
01CEMCAZ50,30/05/20,30.0,OERA46,1
01CEMCAZ50,30/05/20,170.0,OERA46,1
01CEMCAZ50,01/06/20,250.0,MRSZI0026,0
01CEMCAZ50,02/06/20,5.0,MRS818,0
01ARM538,02/06/20,2.0,RCC,0
06PL4,02/06/20,10.0,RCC,0
01CEMCAZ50,02/06/20,200.0,OERA46,1
01CEMCAZ50,04/06/20,100.0,JEVR86,0
01CEMCAZ50,04/06/20,20.0,RCC,0
0545046,04/06/20,3.0,RCC,0
05ADAPHC12,04/06/20,8.0,RCC,0
05ADAPMC12,04/06/20,25.0,RCC,0
05COD4S2,04/06/20,1.0,RCC,0
05CODCP9012,04/06/20,30.0,RCC,0
05CODPVC245,04/06/20,2.0,RCC,0
05COPCP34,04/06/20,8.0,RCC,0
05PEGC500,04/06/20,2.0,RCC,0
05PEGPVC250,04/06/20,1.0,RCC,0
05REDBCPVC3412,04/06/20,8.0,RCC,0
05REDPVC43,04/06/20,1.0,RCC,0
05TEECPVC34,04/06/20,3.0,RCC,0
05TEECPVCC12,04/06/20,15.0,RCC,0
05TUBCPV12,04/06/20,79.3,RCC,0
05TUBCPVC34,04/06/20,18.3,RCC,0
05TUBPVCN3,04/06/20,6.0,RCC,0
05YEEPVC2,04/06/20,1.0,RCC,0
05YEEPVC4,04/06/20,1.0,RCC,0
06CINT12,04/06/20,2.0,RCC,0
01ARM538,05/06/20,1.0,RCC,0
08ACOMAVT,05/06/20,1.0,RCC,0
08ACOMBI,05/06/20,1.0,RCC,0
08ACOMM114,05/06/20,1.0,RCC,0
08ACOMRED,05/06/20,1.0,RCC,0
08ACOMVC,05/06/20,1.0,RCC,0
08CAB8,05/06/20,10.0,RCC,0
08CENC1,05/06/20,1.0,RCC,0
08CONC12,05/06/20,1.0,RCC,0
08PASQ30,05/06/20,1.0,RCC,0
08TUBA114,05/06/20,1.0,RCC,0
08TUBC12PD,05/06/20,1.0,RCC,0
01CEMCAZ50,05/06/20,200.0,OERA46,1
01CEMAGR,05/06/20,40.29,MAAG76,1
01CEMCAZ50,08/06/20,100.0,JEVR86,0
01CEMCAZ50,10/06/20,200.0,OERA46,1
01CEMCAZ50,10/06/20,120.0,OERA46,1
01CEMCAZ50,10/06/20,80.0,OERA46,1
01CEMCAZ50,10/06/20,80.0,OERA46,1
01CEMCAZ50,10/06/20,5.0,OERA46,1
01CEMCAZ50,11/06/20,20.0,RCC,0
06PL4,11/06/20,8.0,RCC,0
01CEMCAZ50,11/06/20,5.0,MRSZI022,0
01CEMCAZ50,12/06/20,100.0,JEVR86,0
01ALAM,16/06/20,8.0,RCC,0
01ARM12204,16/06/20,10.0,RCC,0
01ARM124,16/06/20,3.0,RCC,0
01CAL,16/06/20,10.0,RCC,0
01CEMCAZ50,16/06/20,60.0,RCC,0
01MALSOL6,16/06/20,12.5,RCC,0
08POL12,16/06/20,100.0,RCC,0
01CEMAGR,15/06/20,25.09,MAAG76,1
01CEMCAZ50,16/06/20,100.0,OERA46,1
01CEMCAZ50,17/06/20,5.0,MRSZI022,0
01CEMCAZ50,18/06/20,5.0,MRSZI022,0
01CEMCAZ50,19/06/20,5.0,MRSZI022,0
01CEMCAZ50,19/06/20,200.0,OERA46,1
01CEMAGR,19/06/20,40.34,MAAG76,1
01CEMCAZ50,22/06/20,5.0,MRS818,0
01CEMBIG,23/06/20,0.23,MRS2043,0
01CEMCAZ50,23/06/20,5.0,MRSZI022,0
01CEMCAZ50,24/06/20,235.0,OERA46,1
01CEMCAZ50,25/06/20,5.0,MRSZI022,0
01CAL,26/06/20,20.0,RCC,0
05CODC1290,26/06/20,2.0,RCC,0
05CONIN12,26/06/20,3.0,RCC,0
05TEECO12,26/06/20,1.0,RCC,0
05TUBCOL12,26/06/20,3.05,RCC,0
06LIJACOB,26/06/20,1.0,RCC,0
06SOL1,26/06/20,1.0,RCC,0
01CEMAGR,27/06/20,16.71,MAAG76,1
01ALREC,29/06/20,5.0,MRS2043,0
01VAR38,29/06/20,50.0,MRS2043,0
01VAR38,30/06/20,100.0,MRS2043,0
01CEMCAZ50,30/06/20,200.0,SATN78,3
01CEMCAZ50,30/06/20,100.0,OERA46,1
01CEMCAZ50,30/06/20,20.0,SATN78,3
01CEMCAZ50,30/06/20,18.0,MRSZIMSM,0
01CEMAGR,01/07/20,24.86,MAAG76,1
01CEMCAZ50,02/07/20,300.0,MRSZI0026,0
01CEMAGR,02/07/20,25.08,MAAG76,1
01CEMCAZ50,02/07/20,100.0,ROLP73,0
01CEMCAZ50,03/07/20,200.0,ROLP73,0
01VAR38,03/07/20,10.0,MRSZI156,0
01CEMCAZ50,03/07/20,200.0,OERA46,1
01CEMAGR,03/07/20,11.38,MAAG76,1
01CEMCAZ50,03/07/20,80.0,OERA46,1
01VAR38,03/07/20,20.0,MRSZI156,0
01CEMAGR,04/07/20,21.2,MAAG76,1
01CEMCAZ50,06/07/20,40.0,OIOA63,9
01CEMCAZ50,06/07/20,100.0,ROLP73,0
01ARM1538,06/07/20,18.0,MRS2043,0
01CEMCAZ50,06/07/20,45.0,MRS2043,0
01VAR38,06/07/20,20.0,MRS2043,0
01CEMCAZ50,07/07/20,400.0,MRSZI0026,0
01CEMCAZ50,07/07/20,100.0,ROLP73,0
01CEMCAZ50,07/07/20,15.0,OIOA63,9
01CEMCAZ50,08/07/20,30.0,MRS4354,3
01CEMCAZ50,08/07/20,6.0,OIOA63,9
01CEMCAZ50,08/07/20,100.0,OERA46,1
01CEMCAZ50,10/07/20,40.0,MRS2043,0
01ALREC,10/07/20,10.0,FONACOT51,0
01CEMBIG,10/07/20,2.0,FONACOT51,0
01VAR38,10/07/20,30.0,FONACOT51,0
06CLA212,10/07/20,3.0,FONACOT51,0
01CEMCAZ50,10/07/20,180.0,MRSZI0026,0
01CEMCAZ50,13/07/20,100.0,ROLP73,0
01CEMCAZ50,14/07/20,30.0,SATN78,3
01CEMBIG,15/07/20,2.0,MRS2157,0
01ALREC,15/07/20,10.0,MRS2157,0
08POL12,15/07/20,90.0,MRS2157,0
01CEMCAZ50,15/07/20,39.0,OIOA63,9
01BAB1030,15/07/20,800.0,TOSI84,0
01BAB1030,15/07/20,1600.0,TOSI84,0
01VAR38,16/07/20,150.0,MRSZI156,0
03PL41034,16/07/20,90.0,MEPB63,0
01CEMCAZ50,18/07/20,80.0,MRSZI156,0
01ARM204,20/07/20,40.0,FONACOT51,0
0846141,20/07/20,7.0,MRS2157,0
0848130,20/07/20,21.0,MRS2157,0
0848131,20/07/20,9.0,MRS2157,0
0848137,20/07/20,2.0,MRS2157,0
08APASA,20/07/20,6.0,MRS2157,0
01CEMCAZ50,23/07/20,32.0,MRS4354,3
01CEMCAZ50,24/07/20,90.0,MRS4354,3
01CEMCAZ50,29/07/20,400.0,MRSZIMSM,0
01CEMCAZ50,30/07/20,100.0,OERA46,1
01CEMCAZ50,31/07/20,100.0,OERA46,1
01ALREC,31/07/20,20.0,MRS2043,0
01CEMCAZ50,31/07/20,150.0,MRS2043,0
01VAR38,31/07/20,160.0,MRS2043,0
08CAJO,31/07/20,12.0,MRS2043,0
GTRAS,31/07/20,1.0,MRS2043,0
01BAB1030,31/07/20,1700.0,MRS2043,0
01CEMCAZ50,01/08/20,200.0,MRSZIMSM,0
01CEMCAZ50,01/08/20,100.0,MRSZIMSM,0
01CEMCAZ50,03/08/20,100.0,OERA46,1
01CEMCAZ50,06/08/20,200.0,OERA46,1
03PL41034,07/08/20,161.8,MEPB63,0
01ALAM,11/08/20,20.0,GACE85,0
01ALREC,11/08/20,6.5,GACE85,0
01VAR112,11/08/20,5.0,GACE85,0
01VAR38,11/08/20,8.0,GACE85,0
01VAR58,11/08/20,4.0,GACE85,0
0621026,11/08/20,15.0,GACE85,0
06CLA212,11/08/20,7.5,GACE85,0
06CLA4,11/08/20,5.0,GACE85,0
06CLAC212,11/08/20,0.5,GACE85,0
01CEMCAZ50,07/08/20,100.0,OERA46,1
01CEMCAZ50,12/08/20,100.0,OERA46,1
01CEMBIG,14/08/20,4.0,AACP71,9
01CEMBIG,14/08/20,4.0,AACP71,9
01CEMCAZ50,14/08/20,120.0,OERA46,1
01CEMCAZ50,18/08/20,100.0,OERA46,1
01CEMCAZ50,19/08/20,100.0,OERA46,1
01ALAM,19/08/20,15.0,GACE85,0
01ALREC,19/08/20,10.0,GACE85,0
01MALSOL10,19/08/20,30.0,GACE85,0
01VAR112,19/08/20,4.0,GACE85,0
06CLA212,19/08/20,5.0,GACE85,0
06CLA4,19/08/20,3.0,GACE85,0
01ARM1543,20/08/20,20.0,GACE85,0
01CEMCAZ50,20/08/20,5.0,GACE85,0
01ES,20/08/20,1.0,GACE85,0
06MARR12,20/08/20,1.0,GACE85,0
01ALAM,20/08/20,10.0,GACE85,0
01VAR38,20/08/20,5.0,GACE85,0
06CLA212,21/08/20,1.4,GACE85,0
06CLAC212,21/08/20,1.0,GACE85,0
01ARM1543,21/08/20,3.0,GACE85,0
01VAR58,21/08/20,1.0,GACE85,0
01CEMBIG,22/08/20,2.0,MRS2157,0
05CODPVC390,22/08/20,2.0,MRS2157,0
05COPPVC3,22/08/20,1.0,MRS2157,0
05PEGAD120,22/08/20,1.0,MRS2157,0
01CEMCAZ50,24/08/20,100.0,OERA46,1
01ARM204,25/08/20,6.0,MRSZI0017,0
01CEMCAZ50,26/08/20,100.0,OERA46,1
01ARM1543,27/08/20,10.0,GACE85,0
01CEMCAZ50,27/08/20,4.0,GACE85,0
01TES,27/08/20,100.0,GACE85,0
01VAR38,27/08/20,3.0,GACE85,0
06CLA212,27/08/20,3.0,GACE85,0
06DD781,27/08/20,2.0,GACE85,0
01CEMCAZ50,03/09/20,100.0,OERA46,1
01CEMCAZ50,05/09/20,100.0,OERA46,1
01BAB1030,07/09/20,350.0,MRS2043,0
01CEMCAZ50,08/09/20,100.0,OERA46,1
01ARM1543,08/09/20,10.0,GACE85,0
06CLA112,08/09/20,0.5,GACE85,0
06CLA212,08/09/20,2.0,GACE85,0
01ALREC,08/09/20,5.0,GACE85,0
01ARM1543,10/09/20,8.0,GACE85,0
06CLA212,10/09/20,2.63,GACE85,0
01CEMCAZ50,11/09/20,100.0,OERA46,1
01CEMCAZ50,11/09/20,150.0,MRS2043,0
GTRAS,11/09/20,1.0,MRS2043,0
01CEMCAZ50,12/09/20,100.0,OERA46,1
01CEMCAZ50,17/09/20,100.0,OERA46,1
03LN31010,18/09/20,21.0,NAMJ66,0
03LN3810,18/09/20,11.0,NAMJ66,0
03LN41010,18/09/20,28.0,NAMJ66,0
03LN4810,18/09/20,3.0,NAMJ66,0
03PC7518,18/09/20,8.4,NAMJ66,0
03PTR114,18/09/20,25.0,NAMJ66,0
03PTR11414,18/09/20,74.0,NAMJ66,0
03PTR2114,18/09/20,78.0,NAMJ66,0
03SOL181,18/09/20,370.0,NAMJ66,0
03SOL183,18/09/20,24.0,NAMJ66,0
03VCUA38,18/09/20,96.0,NAMJ66,0
01CEMCAZ50,19/09/20,200.0,SATN78,3
01ALREC,19/09/20,5.0,GACE85,0
01VAR38,19/09/20,6.0,GACE85,0
06CLA212,19/09/20,2.4,GACE85,0
01CEMBIG,21/09/20,2.0,MRSZI0035,0
01CEMCAZ50,22/09/20,100.0,OERA46,1
03VIPR104179,22/09/20,109.5,MRS2043,0
01CEMCAZ50,22/09/20,287.0,NAMJ66,0
01CEMCAZ50,23/09/20,100.0,OERA46,1
01CEMCAZ50,24/09/20,4.0,GACE85,0
01VAR38,24/09/20,3.0,GACE85,0
06CLA212,24/09/20,2.65,GACE85,0
01VAR38,25/09/20,50.0,MRS2043,0
01CEMCAZ50,26/09/20,200.0,OERA46,1
01CEMCAZ50,26/09/20,100.0,OERA46,1
01CEMBIG,29/09/20,2.0,AACP71,9
01CEMCAZ50,29/09/20,30.0,SATN78,3
01BAB1030,29/09/20,435.0,MRS2043,0
01TEJMC30,30/09/20,44.0,AOBL921,0
01TES,30/09/20,1275.0,AOBL921,0
01BAB1030,01/10/20,435.0,MRS2043,0
01VAR38,05/10/20,20.0,MRS2043,0
01ALAM,05/10/20,21.0,MRS2506,0
01ALREC,05/10/20,5.0,MRS2506,0
01BLO15,05/10/20,400.0,MRS2506,0
01VAR38,05/10/20,30.0,MRS2506,0
04HPAL,05/10/20,2.0,MRS2506,0
06BRIC2,05/10/20,1.0,MRS2506,0
06PEB1,05/10/20,1.0,MRS2506,0
06T501,05/10/20,1.0,MRS2506,0
GTRAS,05/10/20,1.0,MRS2506,0
01CEMBIG,07/10/20,2.0,AACP71,9
01CEMCAZ50,08/10/20,2.0,MRS2043,0
04HBISTU34,10/10/20,2.0,MACR44,1
04HPIC16R,10/10/20,1.0,MACR44,1
01CEMCAZ50,12/10/20,300.0,OERA46,1
06TN2850,12/10/20,1.0,MRSZI1506,0
25101602,12/10/20,1.0,MRSZI1506,0
01CEMAGR,14/10/20,4.85,MRS2043,0
01CEMBIG,15/10/20,2.0,MRS409,9
01CEMCAZ50,15/10/20,50.0,MRS409,9
01CEMBIG,15/10/20,2.0,EAAM51,1
01CEMCAZ50,15/10/20,195.0,NAMJ66,0
01CEMCAZ50,15/10/20,40.0,MRS2043,0
0612254,16/10/20,1.0,MRS2043,0
01CEMCAZ50,17/10/20,30.0,OIOA63,9
01EST1520,19/10/20,32.4,MRS2043,0
01VAR38,19/10/20,10.0,MRS2043,0
01CEMCAZ50,21/10/20,5.0,MRS2043,0
01CEMCAZ50,24/10/20,50.0,MRS409,9
01CEMCAZ50,26/10/20,20.0,OIOA63,9
01CEMBIG,26/10/20,2.0,AACP71,9
01VAR38,27/10/20,10.0,MRS2043,0
01CEMCAZ50,16/12/20,200.0,OERA46,1
01CEMCAZ50,28/10/20,10.0,MRS2043,0
06MACI1015,28/10/20,380.0,MRS2043,0
01CEMCAZ50,29/10/20,50.0,OIOA63,9
07PFH65,29/10/20,1.0,METP810,0
07PFH7,29/10/20,1.0,METP810,0
01CEMAGR,31/10/20,18.06,MAAG76,1
01CEMAGR,31/10/20,18.03,MAAG76,1
01CAL,02/11/20,10.0,MRS2043,0
01CEMCAZ50,02/11/20,5.0,MRS2043,0
01CEMAGR,02/11/20,17.7,MAAG76,1
01BLO12,03/11/20,12.0,MOCG95,0
01CEMAGR,03/11/20,16.92,MAAG76,1
01CEMCAZ50,04/11/20,50.0,MRS409,9
01CEMCAZ50,04/11/20,50.0,OIOA63,9
01CEMBIG,05/11/20,2.0,MRS409,9
01CEMAGR,05/11/20,17.89,MAAG76,1
01CEMAGR,05/11/20,5.82,MAAG76,1
01CEMBIG,06/11/20,2.0,FONACOT47,0
01ALREC,09/11/20,30.0,VESR86,0
01CEMCAZ50,09/11/20,20.0,VESR86,0
