"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncre","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","Numuser","Refori","impreso","metpagele","bancosele","cuentaele","imprcan","Tpeso","usocfdi","periodo","mes","ano","frem","pagada","observa","nusercan","paga","objimp","version"
"MRS2043","12/03/21","255","yes","219.83","0","0","0","16","0","0","1739234","ZID01393","ZI037968","","0","no","109","0","57283","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZI046","17/03/21","436.8","yes","376.55","0","0","0","16","0","0","1749863","ZID01394","ZI038184","","0","no","07","0","57131","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"OOFP82","18/03/21","663.6","yes","572.07","0","0","0","16","0","0","1752107","ZID01395","ZI038205","","0","no","118","0","40801","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS295","18/03/21","172.28","yes","148.52","0","0","0","16","0","0","1753443","ZID01396","ZI038266","","0","no","118","0","57364","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","19/03/21","1682.1","yes","1450.09","0","0","0","16","0","0","1756166","ZID01397","ZI038344","","0","no","97","0","51358","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","19/03/21","391.3","yes","337.33","0","0","0","16","0","0","1756833","ZID01398","ZI038396","","0","no","191","0","60491","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"CARA65","25/03/21","5406.68","yes","4660.93","0","0","0","16","0","0","1771239","ZID01399","ZI026986","","0","no","13","0","37194","","00001000000505967194","2015","10","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","25/03/21","91","yes","78.45","0","0","0","16","0","0","1773904","ZID01400","ZI038750","","0","no","97","0","56615","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","26/03/21","40.5","yes","34.91","0","0","0","16","0","0","1774661","ZID01401","ZI038788","","0","no","118","0","36588","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS379","26/03/21","669.6","yes","577.24","0","0","0","16","0","0","1776103","ZID01402","ZI038812","","0","no","109","0","49837","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"AEEM87","30/03/21","1384","yes","1193.1","0","0","0","16","0","0","1785587","ZID01403","ZI038961","","0","no","51","0","55218","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","30/03/21","120","yes","103.45","0","0","0","16","0","0","1785803","ZID01404","ZI039033","","0","no","97","0","56766","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","31/03/21","1676","yes","1444.83","0","0","0","16","0","0","1789588","ZID01405","ZI039119","","0","no","191","0","61709","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","31/03/21","902","yes","777.59","0","0","0","16","0","0","1789604","ZID01406","ZI039119","","0","no","191","0","61740","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZI046","01/04/21","569.2","yes","490.69","0","0","0","16","0","0","1790212","ZID01407","ZI038973","","0","no","","0","34423","","00001000000505967194","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZI046","01/04/21","380","yes","327.59","0","0","0","16","0","0","1790218","ZID01408","ZI039124","","0","no","","0","34423","","00001000000505967194","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","01/04/21","7490.5","yes","6457.33","0","0","0","16","0","0","1790915","ZID01409","ZI039141","","0","no","97","0","40779","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZI046","01/04/21","300","yes","258.62","0","0","0","16","0","0","1791306","ZID01410","ZI039130","","0","no","97","0","47172","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","01/04/21","765.4","yes","659.83","0","0","0","16","0","0","1791610","ZID01411","ZI039154","","0","no","191","0","54495","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZI046","06/04/21","507.3","yes","437.33","0","0","0","16","0","0","1799046","ZID01412","ZI039316","","0","no","07","0","53542","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZI046","08/04/21","1280","yes","1103.45","0","0","0","16","0","0","1806017","ZID01413","ZI039442","","0","no","237","0","44351","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZI046","09/04/21","739.2","yes","637.24","0","0","0","16","0","0","1810896","ZID01414","ZI039599","","0","no","97","0","62768","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZI046","09/04/21","40","yes","34.48","0","0","0","16","0","0","1810789","ZID01415","ZI039505","","0","no","07","0","62865","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"CASM88","13/04/21","1878","yes","1618.97","0","0","0","16","0","0","1817702","ZID01416","ZI039740","","0","no","237","0","38930","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZI0114","13/04/21","4395","no","3788.79","0","0","0","16","0","0","1819088","ZID01417","ZI039748","","0","no","118","0","57760","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","yes","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZI0046","13/04/21","52800","yes","45517.24","0","0","0","16","0","0","1819100","ZID01418","ZI030165","","0","no","","0","57933","","00001000000505967194","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZI0046","13/04/21","1200","yes","1034.48","0","0","0","16","0","0","1819329","ZID01419","ZI030681","","0","no","152","0","58190","","00001000000505967194","2015","10","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","13/04/21","14","yes","12.07","0","0","0","16","0","0","1819856","ZID01420","ZI039802","","0","no","191","0","60741","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZI0114","14/04/21","4395","yes","3788.79","0","0","0","16","0","0","1819267","ZID01421","ZI039748","","0","no","118","0","33363","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","14/04/21","37","yes","31.9","0","0","0","16","0","0","1820842","ZID01422","ZI039807","","0","no","97","0","37615","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2434","15/04/21","290","yes","250","0","0","0","16","0","0","1824296","ZID01423","ZI039792","","0","no","109","0","38817","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"AAL06","15/04/21","4500","yes","3879.31","0","0","0","16","0","0","1824846","ZID01424","ZI039341","","0","no","97","0","43913","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"ASO15","15/04/21","26312","yes","22682.76","0","0","0","16","0","0","1825414","ZID01425","ZI038653","","0","no","07","0","49322","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
